,Date,Time,TargetTemp,ActualTemp,System,SystemAge,BuildingID
1049,6/30/2013,22:45:56,68,56,15,20,5
6765,6/16/2013,9:13:20,68,71,15,26,8
2104,6/5/2013,7:33:07,66,59,15,30,1
2819,6/30/2013,12:13:20,67,78,15,8,19
6650,6/21/2013,14:13:20,66,80,15,16,19
1754,6/15/2013,17:33:07,68,64,15,17,17
6753,6/4/2013,21:43:51,68,59,15,21,15
1877,6/18/2013,20:33:07,69,76,15,10,13
5301,6/22/2013,18:00:01,65,63,15,26,20
1761,6/22/2013,0:00:01,67,69,15,19,1
56,6/27/2013,8:43:51,68,61,15,28,7
7934,6/15/2013,12:13:19,69,69,15,10,3
5666,6/27/2013,4:13:20,66,78,15,29,7
53,6/24/2013,5:43:51,70,63,15,30,20
3478,6/29/2013,4:13:20,67,77,15,11,16
2756,6/27/2013,21:00:01,69,74,15,7,7
5493,6/4/2013,23:00:01,68,67,15,19,16
6663,6/4/2013,3:33:07,65,71,15,10,2
2076,6/7/2013,3:13:20,65,74,15,10,15
3535,6/26/2013,13:00:01,68,58,15,1,13
5728,6/29/2013,18:00:01,67,55,15,28,8
2150,6/21/2013,5:45:56,66,62,15,18,16
6247,6/8/2013,14:33:07,68,60,15,13,7
4619,6/30/2013,3:00:01,65,77,15,18,20
5648,6/9/2013,10:43:51,69,68,15,11,5
4607,6/18/2013,15:33:07,66,72,15,21,2
4601,6/12/2013,9:33:07,70,58,15,7,18
3668,6/9/2013,2:13:19,68,57,15,8,16
3388,6/29/2013,10:33:07,65,76,15,8,13
5898,6/19/2013,20:43:51,67,63,15,3,15
2038,6/29/2013,13:13:19,67,73,15,6,12
2187,6/28/2013,18:45:56,67,71,15,14,12
5892,6/13/2013,14:43:51,67,77,15,21,2
1631,6/12/2013,9:45:56,65,68,15,17,12
183,6/4/2013,15:43:51,69,78,15,16,20
2183,6/24/2013,14:45:56,65,73,15,4,1
1118,6/9/2013,0:13:19,70,72,15,21,10
6929,6/30/2013,5:00:01,68,62,15,19,11
4328,6/9/2013,19:45:56,65,65,15,29,14
7778,6/9/2013,0:00:01,66,71,15,8,8
835,6/26/2013,0:43:51,70,66,15,28,11
3684,6/25/2013,18:13:19,65,78,15,3,16
845,6/6/2013,10:43:51,68,74,15,2,5
7727,6/18/2013,21:43:51,66,57,15,11,18
4319,6/30/2013,10:45:56,65,59,15,10,9
6500,6/21/2013,3:45:56,69,61,15,25,19
5508,6/19/2013,14:13:19,65,65,15,8,15
4593,6/4/2013,1:33:07,67,73,15,26,1
1646,6/27/2013,5:00:01,65,67,15,15,3
6525,6/16/2013,4:45:56,65,60,15,26,17
3638,6/9/2013,20:33:07,66,66,15,17,4
219,6/10/2013,3:33:07,66,68,15,15,20
6926,6/27/2013,2:00:01,65,58,15,26,18
189,6/10/2013,21:43:51,69,80,15,16,10
2672,6/3/2013,4:45:56,66,75,15,19,14
2689,6/20/2013,21:45:56,66,80,15,25,6
5513,6/24/2013,19:13:19,69,60,15,7,1
2916,6/7/2013,13:43:51,68,74,15,23,19
151,6/2/2013,7:13:19,67,71,15,2,7
5220,6/1/2013,9:43:51,69,66,15,14,2
839,6/30/2013,4:43:51,66,74,15,1,8
1114,6/5/2013,20:00:01,65,72,15,2,16
862,6/23/2013,3:13:20,67,69,15,28,4
1927,6/8/2013,22:13:19,69,66,15,29,2
7735,6/26/2013,5:13:20,67,55,15,4,12
2167,6/8/2013,22:45:56,68,69,15,21,11
6961,6/2/2013,13:13:19,66,56,15,1,4
3630,6/1/2013,12:33:07,67,78,15,7,17
2684,6/15/2013,16:45:56,70,59,15,24,3
6917,6/18/2013,17:33:07,70,58,15,21,14
2190,6/1/2013,2:00:01,70,58,15,9,19
2035,6/26/2013,10:13:19,65,79,15,13,20
4336,6/17/2013,3:45:56,68,79,15,4,7
4620,6/1/2013,4:00:01,70,74,15,20,1
7225,6/26/2013,18:33:07,66,57,16,8,18
1328,6/9/2013,18:33:07,67,60,16,24,10
6299,6/30/2013,18:13:19,68,59,16,4,6
4657,6/8/2013,17:13:19,65,79,16,15,17
6736,6/17/2013,4:43:51,69,80,16,22,19
4816,6/17/2013,8:13:20,65,67,16,2,8
2613,6/4/2013,17:43:51,67,58,16,18,4
7189,6/20/2013,6:13:20,65,66,16,1,7
6461,6/12/2013,12:13:20,67,74,16,22,8
829,6/20/2013,18:13:19,66,57,16,5,13
4796,6/27/2013,12:43:51,67,69,16,5,8
4797,6/28/2013,13:43:51,66,62,16,5,7
4080,6/1/2013,11:00:01,66,79,16,25,2
4508,6/9/2013,12:00:01,66,60,16,4,16
6514,6/5/2013,17:45:56,68,75,16,1,6
2651,6/12/2013,7:33:07,67,76,16,9,20
636,6/7/2013,17:13:20,65,72,16,10,4
2802,6/13/2013,19:43:51,69,67,16,11,6
1147,6/8/2013,5:43:51,67,75,16,3,17
7001,6/12/2013,5:13:20,69,80,16,13,6
7206,6/7/2013,23:13:20,67,58,16,13,5
1153,6/14/2013,11:43:51,67,79,16,26,7
4661,6/12/2013,21:13:19,65,73,16,11,3
3094,6/5/2013,23:33:07,66,79,16,12,16
4808,6/9/2013,0:13:20,69,64,16,28,2
7218,6/19/2013,11:33:07,67,56,16,7,15
1156,6/17/2013,14:43:51,65,69,16,27,10
2614,6/5/2013,18:43:51,66,63,16,29,5
6665,6/6/2013,5:33:07,66,71,16,25,15
4059,6/10/2013,14:33:07,69,74,16,14,15
6942,6/13/2013,18:00:01,70,78,16,25,15
2622,6/13/2013,2:13:20,67,74,16,2,6
6886,6/17/2013,10:13:20,67,56,16,8,10
2766,6/7/2013,7:13:19,67,69,16,7,1
4486,6/17/2013,14:33:07,67,73,16,26,5
6684,6/25/2013,0:00:01,66,65,16,28,16
3128,6/9/2013,9:13:19,67,65,16,12,16
6486,6/7/2013,13:33:07,66,68,16,17,20
2460,6/1/2013,8:13:19,67,68,16,6,3
6487,6/8/2013,14:33:07,69,67,16,29,4
4025,6/6/2013,4:13:20,65,65,16,17,9
4851,6/22/2013,19:33:07,66,76,16,8,17
1358,6/9/2013,0:13:19,67,74,16,23,11
2646,6/7/2013,2:33:07,65,59,16,15,13
5543,6/24/2013,1:13:20,66,66,16,28,14
3146,6/27/2013,3:43:51,69,75,16,23,2
4487,6/18/2013,15:33:07,69,76,16,6,19
3147,6/28/2013,4:43:51,68,73,16,12,5
6701,6/12/2013,17:00:01,67,78,16,27,2
3151,6/2/2013,8:43:51,69,55,16,8,11
2771,6/12/2013,12:13:19,65,66,16,12,6
1368,6/19/2013,10:13:19,70,65,16,11,6
2453,6/24/2013,1:13:19,66,78,16,6,12
6698,6/9/2013,14:00:01,68,71,16,28,6
6972,6/13/2013,0:43:51,69,71,16,19,11
2782,6/23/2013,23:13:19,70,63,16,13,10
5421,6/22/2013,18:45:56,69,62,16,24,14
2926,6/17/2013,23:43:51,66,64,16,16,3
3116,6/27/2013,21:00:01,67,70,16,7,6
3119,6/30/2013,0:13:19,70,62,16,25,6
2629,6/20/2013,9:13:20,67,66,16,4,1
789,6/10/2013,2:00:01,69,70,16,9,16
790,6/11/2013,3:00:01,65,64,16,5,16
989,6/30/2013,10:13:20,65,66,16,5,7
2767,6/8/2013,8:13:19,66,73,16,14,17
6504,6/25/2013,7:45:56,67,79,16,18,18
6477,6/28/2013,4:33:07,70,56,16,22,15
972,6/13/2013,17:43:51,69,74,16,7,1
7236,6/7/2013,5:00:01,68,67,16,13,2
5545,6/26/2013,3:13:20,68,63,16,25,5
6280,6/11/2013,23:00:01,65,60,16,25,5
5597,6/18/2013,7:00:01,69,79,16,1,6
6277,6/8/2013,20:00:01,67,57,16,19,17
7255,6/26/2013,0:13:19,67,66,16,30,2
2634,6/25/2013,14:13:20,67,73,16,15,11
1171,6/2/2013,5:13:20,69,63,16,22,15
6720,6/1/2013,12:13:19,68,79,16,9,19
2467,6/8/2013,15:13:19,68,64,16,12,3
6270,6/1/2013,13:00:01,65,70,16,3,1
4257,6/28/2013,20:43:51,69,59,16,17,2
971,6/12/2013,16:43:51,66,69,16,3,6
4784,6/15/2013,0:43:51,67,76,16,5,18
4442,6/3/2013,18:43:51,69,76,16,24,20
2848,6/29/2013,17:33:07,65,60,16,16,12
1211,6/12/2013,21:33:07,67,61,16,14,4
6392,6/3/2013,15:00:01,67,67,16,29,12
4694,6/15/2013,6:13:20,68,76,16,24,16
898,6/29/2013,15:33:07,67,76,16,3,20
2719,6/20/2013,3:45:56,67,76,16,24,4
1994,6/15/2013,17:33:07,67,68,16,15,6
1265,6/6/2013,3:43:51,70,78,16,20,19
4327,6/8/2013,18:45:56,69,58,16,3,4
6895,6/26/2013,19:13:20,67,58,16,29,10
4387,6/8/2013,11:00:01,70,77,16,15,6
2673,6/4/2013,5:45:56,69,55,16,14,11
4544,6/15/2013,0:43:51,69,56,16,26,12
4145,6/6/2013,4:13:20,70,72,16,29,1
1280,6/21/2013,18:43:51,69,60,16,24,16
7029,6/10/2013,9:33:07,66,72,16,22,19
1073,6/24/2013,22:45:56,66,61,16,26,7
758,6/9/2013,19:13:20,67,59,16,4,14
907,6/8/2013,0:00:01,70,65,16,2,19
6813,6/4/2013,9:00:01,65,72,16,26,8
4149,6/10/2013,8:13:20,69,58,16,21,12
2851,6/2/2013,20:33:07,67,70,16,2,9
1218,6/19/2013,4:00:01,67,75,16,9,4
4727,6/18/2013,15:33:07,65,68,16,25,13
2881,6/2/2013,2:13:19,68,80,16,5,6
1231,6/2/2013,17:00:01,67,64,16,16,20
1233,6/4/2013,19:00:01,65,63,16,4,13
4706,6/27/2013,18:13:20,69,60,16,26,8
1995,6/16/2013,18:33:07,69,61,16,12,14
2578,6/29/2013,6:13:19,68,72,16,21,14
2579,6/30/2013,7:13:19,68,70,16,23,19
4212,6/13/2013,23:00:01,69,72,16,20,14
7046,6/27/2013,2:45:56,65,79,16,27,2
6408,6/19/2013,7:13:19,69,74,16,2,13
2984,6/15/2013,9:00:01,66,61,16,18,11
5570,6/21/2013,4:33:07,68,65,16,4,10
6888,6/19/2013,12:13:20,67,76,16,18,10
4192,6/23/2013,3:00:01,70,56,16,6,6
881,6/12/2013,22:13:20,65,80,16,3,12
6400,6/11/2013,23:00:01,67,59,16,7,9
882,6/13/2013,23:13:20,70,63,16,4,6
4331,6/12/2013,22:45:56,70,72,16,29,11
2857,6/8/2013,2:00:01,67,74,16,20,11
2991,6/22/2013,16:00:01,69,68,16,22,6
6845,6/6/2013,17:13:19,69,65,16,27,4
6368,6/9/2013,15:33:07,67,58,16,28,8
1069,6/20/2013,18:45:56,65,56,16,3,5
913,6/14/2013,6:00:01,67,66,16,26,12
680,6/21/2013,13:00:01,69,68,16,11,13
4419,6/10/2013,19:13:19,67,67,16,15,12
2825,6/6/2013,18:13:20,67,56,16,16,12
6451,6/2/2013,2:13:20,68,72,16,16,12
1992,6/13/2013,15:33:07,65,75,16,20,18
3072,6/13/2013,1:33:07,66,58,16,25,20
6559,6/20/2013,14:45:56,67,73,16,1,4
6774,6/25/2013,18:13:20,70,75,16,2,3
4310,6/21/2013,1:45:56,68,62,16,22,5
7177,6/8/2013,18:43:51,68,71,16,6,7
7179,6/10/2013,20:43:51,67,80,16,22,2
6516,6/7/2013,19:45:56,67,67,16,2,15
1200,6/1/2013,10:33:07,67,71,16,27,3
4428,6/19/2013,4:43:51,66,58,16,16,13
6327,6/28/2013,22:43:51,68,78,16,28,8
5425,6/26/2013,22:45:56,65,55,16,1,13
782,6/3/2013,19:33:07,65,66,16,1,9
4240,6/11/2013,3:43:51,66,56,16,1,20
951,6/22/2013,20:13:19,70,58,16,5,4
4516,6/17/2013,20:00:01,67,63,16,20,1
3075,6/16/2013,4:33:07,65,79,16,13,13
6459,6/10/2013,10:13:20,67,60,16,16,7
661,6/2/2013,18:33:07,68,61,16,23,10
960,6/1/2013,5:43:51,68,56,16,28,6
3068,6/9/2013,21:13:20,65,61,16,13,18
662,6/3/2013,19:33:07,65,58,16,4,5
7136,6/27/2013,1:13:19,69,60,16,26,6
2836,6/17/2013,5:33:07,70,66,16,15,18
837,6/28/2013,2:43:51,68,67,16,18,12
4535,6/6/2013,15:13:19,68,67,16,15,1
1286,6/27/2013,0:13:20,66,74,16,2,9
7145,6/6/2013,10:13:19,68,61,16,23,20
1135,6/26/2013,17:13:19,66,78,16,21,14
6356,6/27/2013,3:33:07,67,67,16,2,5
1203,6/4/2013,13:33:07,67,70,16,8,13
3046,6/17/2013,23:43:51,66,80,16,19,20
7147,6/8/2013,12:13:19,68,70,16,28,5
4762,6/23/2013,2:13:19,70,76,16,26,1
3050,6/21/2013,3:13:20,68,72,16,6,18
4415,6/6/2013,15:13:19,67,58,16,8,1
2526,6/7/2013,2:33:07,65,55,16,8,11
772,6/23/2013,9:33:07,69,63,16,3,16
6447,6/28/2013,22:43:51,69,75,16,26,2
2960,6/21/2013,9:33:07,68,58,16,9,15
3054,6/25/2013,7:13:20,66,72,16,20,14
1969,6/20/2013,16:13:20,65,68,16,27,10
665,6/6/2013,22:33:07,66,65,16,29,14
2957,6/18/2013,6:33:07,70,57,16,28,12
4748,6/9/2013,12:00:01,65,66,16,9,15
505,6/26/2013,1:45:56,65,77,16,20,2
2448,6/19/2013,20:00:01,69,76,16,12,20
3352,6/23/2013,22:43:51,66,67,16,10,8
3688,6/29/2013,22:13:19,67,57,16,6,1
238,6/29/2013,22:33:07,67,76,16,5,16
7713,6/4/2013,7:43:51,68,71,16,26,10
3695,6/6/2013,5:43:51,70,62,16,29,1
5146,6/17/2013,7:33:07,69,80,16,14,7
3686,6/27/2013,20:13:19,67,67,16,6,8
3344,6/15/2013,14:43:51,67,71,16,13,20
2213,6/24/2013,1:13:19,68,68,16,30,5
280,6/11/2013,16:13:19,65,63,16,26,18
7678,6/29/2013,20:00:01,67,59,16,13,4
1593,6/4/2013,19:45:56,69,70,16,12,3
3726,6/7/2013,12:13:20,69,56,16,30,6
5941,6/2/2013,15:33:07,68,63,16,15,5
1923,6/4/2013,18:13:19,66,58,16,12,17
3332,6/3/2013,2:43:51,70,61,16,3,8
223,6/14/2013,7:33:07,68,72,16,21,2
5885,6/6/2013,7:43:51,66,75,16,19,7
5469,6/10/2013,18:45:56,70,70,16,28,14
5192,6/3/2013,5:13:19,70,57,16,28,14
191,6/12/2013,23:43:51,70,66,16,2,5
1638,6/19/2013,16:45:56,69,72,16,5,13
5185,6/26/2013,22:00:01,66,69,16,20,4
7754,6/15/2013,0:33:07,65,80,16,17,15
3361,6/2/2013,7:13:20,69,63,16,2,5
5873,6/24/2013,19:13:19,66,76,16,2,12
7749,6/10/2013,19:13:20,66,75,16,8,2
7747,6/8/2013,17:13:20,69,73,16,2,15
7743,6/4/2013,13:13:20,68,68,16,8,15
5177,6/18/2013,14:00:01,68,57,16,18,17
5882,6/3/2013,4:43:51,66,60,16,8,13
3366,6/7/2013,12:13:20,70,73,16,13,14
2181,6/22/2013,12:45:56,66,65,16,29,5
1951,6/2/2013,22:43:51,70,74,16,29,17
1586,6/27/2013,12:45:56,69,62,16,4,7
5118,6/19/2013,3:13:20,66,77,16,22,14
3806,6/27/2013,20:45:56,66,71,16,20,10
7560,6/1/2013,17:13:20,67,73,16,30,3
355,6/26/2013,19:33:07,69,60,16,24,16
2285,6/6/2013,1:33:07,69,71,16,12,5
1540,6/11/2013,14:13:20,66,73,16,21,2
366,6/7/2013,6:00:01,67,69,16,25,14
7583,6/24/2013,16:33:07,65,61,16,18,11
3267,6/28/2013,4:45:56,70,76,16,3,1
3827,6/18/2013,17:45:56,68,79,16,2,18
6032,6/3/2013,15:00:01,66,57,16,2,18
7536,6/7/2013,17:43:51,66,68,16,11,1
2029,6/20/2013,4:13:19,68,73,16,5,10
2298,6/19/2013,14:33:07,68,73,16,19,9
6042,6/13/2013,1:13:19,68,59,16,22,15
6029,6/30/2013,12:00:01,69,66,16,28,13
1585,6/26/2013,11:45:56,66,71,16,1,5
1553,6/24/2013,3:33:07,70,67,16,24,11
5996,6/27/2013,22:45:56,68,79,16,7,20
7656,6/7/2013,17:45:56,66,60,16,19,12
7653,6/4/2013,14:45:56,65,56,16,19,18
3746,6/27/2013,8:33:07,67,62,16,14,20
7642,6/23/2013,3:45:56,70,61,16,12,14
5109,6/10/2013,18:43:51,68,60,16,3,13
7622,6/3/2013,7:45:56,66,65,16,19,19
7584,6/25/2013,17:33:07,69,65,16,29,9
3762,6/13/2013,0:45:56,66,78,16,11,9
1956,6/7/2013,3:13:20,70,58,16,19,11
2244,6/25/2013,8:43:51,67,77,16,3,1
333,6/4/2013,21:13:20,66,63,16,30,19
7588,6/29/2013,21:33:07,69,63,16,30,7
1554,6/25/2013,4:33:07,66,57,16,30,4
7586,6/27/2013,19:33:07,65,72,16,10,4
3772,6/23/2013,10:45:56,69,64,16,29,18
3657,6/28/2013,15:00:01,65,59,16,23,9
5651,6/12/2013,13:43:51,66,62,16,12,3
7783,6/14/2013,5:00:01,65,63,16,4,15
7940,6/21/2013,18:13:19,67,67,16,16,20
7929,6/10/2013,7:13:19,68,73,16,3,10
5734,6/5/2013,0:13:19,69,78,16,29,5
5735,6/6/2013,1:13:19,69,60,16,19,2
2098,6/29/2013,1:33:07,65,70,16,5,3
5738,6/9/2013,4:13:19,69,77,16,25,14
50,6/21/2013,2:43:51,66,56,16,28,14
1752,6/13/2013,15:33:07,67,64,16,28,18
1746,6/7/2013,9:33:07,68,71,16,18,2
1744,6/5/2013,7:33:07,65,59,16,15,2
3561,6/22/2013,15:13:19,67,79,16,17,13
5748,6/19/2013,14:13:19,68,78,16,20,2
3463,6/14/2013,13:43:51,67,69,16,12,2
3502,6/23/2013,4:33:07,70,63,16,17,16
3464,6/15/2013,14:43:51,67,62,16,7,17
5752,6/23/2013,18:13:19,66,74,16,16,5
7948,6/29/2013,2:43:51,66,55,16,4,6
40,6/11/2013,16:13:19,66,67,16,24,3
4,6/5/2013,4:00:01,68,74,16,9,3
5348,6/9/2013,17:43:51,69,76,16,11,1
3512,6/3/2013,14:33:07,68,75,16,27,15
5682,6/13/2013,20:13:20,67,55,16,19,15
8,6/9/2013,8:00:01,66,69,16,9,9
5341,6/2/2013,10:43:51,66,76,16,20,20
5317,6/8/2013,10:13:19,65,60,16,24,11
5340,6/1/2013,9:43:51,68,66,16,9,10
1787,6/18/2013,2:13:19,65,71,16,14,9
3521,6/12/2013,23:33:07,65,67,16,4,4
26,6/27/2013,2:13:19,69,68,16,14,14
5490,6/1/2013,20:00:01,68,78,16,4,11
35,6/6/2013,11:13:19,67,72,16,8,19
5705,6/6/2013,19:33:07,69,73,16,27,1
1788,6/19/2013,3:13:19,67,56,16,2,1
7909,6/20/2013,11:00:01,65,75,16,26,8
1939,6/20/2013,10:43:51,66,72,16,10,5
2123,6/24/2013,2:45:56,68,78,16,30,5
1691,6/12/2013,2:43:51,66,69,16,9,14
5813,6/24/2013,7:33:07,69,66,16,27,17
7823,6/24/2013,21:13:19,69,76,16,16,10
7821,6/22/2013,19:13:19,67,74,16,29,16
5827,6/8/2013,21:33:07,66,57,16,6,4
5829,6/10/2013,23:33:07,69,61,16,15,16
5239,6/20/2013,4:13:20,69,75,16,5,15
7817,6/18/2013,15:13:19,67,58,16,9,4
1672,6/23/2013,7:13:19,70,80,16,15,7
3639,6/10/2013,21:33:07,66,72,16,25,6
168,6/19/2013,0:43:51,70,66,16,10,2
169,6/20/2013,1:43:51,68,60,16,24,11
170,6/21/2013,2:43:51,65,66,16,25,16
1930,6/11/2013,1:43:51,66,74,16,8,9
5836,6/17/2013,6:00:01,66,78,16,12,3
1694,6/15/2013,5:43:51,67,56,16,6,8
5809,6/20/2013,3:33:07,69,80,16,29,9
3611,6/12/2013,17:13:20,69,75,16,19,14
97,6/8/2013,1:33:07,70,80,16,24,9
2130,6/1/2013,9:45:56,67,56,16,20,3
3581,6/12/2013,11:43:51,68,56,16,28,17
5777,6/18/2013,19:43:51,68,74,16,16,7
98,6/9/2013,2:33:07,67,76,16,23,9
5780,6/21/2013,22:43:51,70,67,16,16,11
7876,6/17/2013,2:33:07,65,56,16,22,10
3438,6/19/2013,12:13:19,68,60,16,27,7
5247,6/28/2013,12:13:20,69,68,16,12,18
7863,6/4/2013,13:13:20,70,65,16,18,16
1707,6/28/2013,18:43:51,68,64,16,24,10
7851,6/22/2013,1:13:20,68,55,16,5,17
136,6/17/2013,16:00:01,69,68,16,4,12
1698,6/19/2013,9:43:51,67,61,16,22,8
5476,6/17/2013,6:00:01,70,71,16,19,11
2306,6/27/2013,22:33:07,66,80,16,12,3
3847,6/8/2013,18:00:01,70,71,16,26,8
5134,6/5/2013,19:13:20,68,60,16,14,17
1497,6/28/2013,19:13:19,65,77,16,25,3
7460,6/21/2013,13:33:07,69,75,16,13,17
1452,6/13/2013,22:33:07,66,62,16,24,13
2429,6/30/2013,1:00:01,65,80,16,25,14
1389,6/10/2013,7:43:51,65,72,16,3,12
7418,6/9/2013,19:43:51,70,58,16,13,6
1449,6/10/2013,19:33:07,69,60,16,11,3
4986,6/7/2013,15:43:51,67,65,16,9,7
7375,6/26/2013,0:13:19,65,73,16,22,3
7462,6/23/2013,15:33:07,68,59,16,15,16
7407,6/28/2013,8:43:51,70,67,16,23,9
6116,6/27/2013,3:33:07,65,75,16,5,14
3247,6/8/2013,8:45:56,69,61,16,19,7
6079,6/20/2013,14:43:51,68,72,16,11,12
6227,6/18/2013,18:13:20,69,77,16,6,10
423,6/4/2013,15:43:51,69,60,16,21,10
7346,6/27/2013,19:33:07,67,66,16,1,6
3880,6/11/2013,3:43:51,67,63,16,20,2
478,6/29/2013,22:33:07,67,57,16,19,15
6140,6/21/2013,3:00:01,66,72,16,18,3
7371,6/22/2013,20:00:01,70,73,16,8,12
3959,6/30/2013,10:00:01,70,74,16,11,13
4975,6/26/2013,4:43:51,70,65,16,16,18
6206,6/27/2013,21:43:51,68,76,16,14,2
6107,6/18/2013,18:13:20,66,66,16,29,1
2399,6/30/2013,19:13:20,65,73,16,16,10
3894,6/25/2013,17:43:51,68,71,16,22,5
3892,6/23/2013,15:43:51,66,71,16,30,11
6169,6/20/2013,8:13:19,65,59,16,27,10
6135,6/16/2013,22:33:07,67,68,16,27,10
7337,6/18/2013,10:33:07,70,61,16,26,14
7336,6/17/2013,9:33:07,67,72,16,25,14
2346,6/7/2013,14:13:19,68,72,16,12,17
1482,6/13/2013,4:13:19,69,80,16,5,15
4999,6/20/2013,4:13:20,68,63,16,23,2
2367,6/28/2013,11:43:51,70,71,16,7,20
3966,6/7/2013,17:00:01,66,69,16,9,12
7453,6/14/2013,6:33:07,65,63,16,29,1
2014,6/5/2013,13:00:01,69,59,16,30,17
7342,6/23/2013,15:33:07,70,66,16,29,15
4980,6/1/2013,9:43:51,65,76,16,5,6
1510,6/11/2013,8:43:51,68,60,16,14,5
1421,6/12/2013,15:13:20,67,61,16,8,16
2395,6/26/2013,15:13:20,70,78,16,28,19
1416,6/7/2013,10:13:20,69,60,16,16,16
7506,6/7/2013,11:13:19,68,68,16,28,6
5630,6/21/2013,16:13:19,67,66,16,17,4
5380,6/11/2013,1:33:07,67,77,16,15,10
1418,6/9/2013,12:13:20,69,74,16,24,8
4945,6/26/2013,22:00:01,68,59,16,22,19
7508,6/9/2013,13:13:19,68,70,16,8,19
3189,6/10/2013,22:13:20,68,56,16,10,2
4867,6/8/2013,11:45:56,66,63,16,29,15
566,6/27/2013,19:00:01,66,62,16,6,17
4924,6/5/2013,1:00:01,68,68,16,3,7
513,6/4/2013,9:45:56,65,67,16,23,5
418,6/29/2013,10:43:51,65,72,16,25,13
2400,6/1/2013,20:13:20,67,57,16,28,20
7390,6/11/2013,15:13:19,66,71,16,13,5
3199,6/20/2013,8:33:07,68,61,16,25,15
3992,6/3/2013,19:13:19,66,72,16,25,19
7403,6/24/2013,4:43:51,68,63,16,14,1
4950,6/1/2013,3:13:19,68,56,16,6,8
3866,6/27/2013,13:13:19,65,74,16,11,17
3207,6/28/2013,16:33:07,66,78,16,13,6
7483,6/14/2013,12:00:01,68,71,16,10,11
502,6/23/2013,22:45:56,65,75,16,3,3
7400,6/21/2013,1:43:51,67,79,16,17,16
472,6/23/2013,16:33:07,65,59,16,29,19
4878,6/19/2013,22:45:56,68,56,16,12,8
7298,6/9/2013,19:43:51,66,62,16,24,14
7356,6/7/2013,5:00:01,70,68,16,13,11
397,6/8/2013,13:13:19,68,71,16,22,8
4393,6/14/2013,17:00:01,69,80,17,18,7
7230,6/1/2013,23:33:07,68,55,17,28,20
3440,6/21/2013,14:13:19,65,63,17,20,19
908,6/9/2013,1:00:01,65,57,17,2,4
3450,6/1/2013,0:43:51,68,75,17,9,2
904,6/5/2013,21:33:07,66,60,17,23,6
101,6/12/2013,5:33:07,65,70,17,6,6
3439,6/20/2013,13:13:19,67,67,17,23,13
394,6/5/2013,10:13:19,67,58,17,12,16
3426,6/7/2013,0:13:19,66,69,17,1,1
3430,6/11/2013,4:13:19,65,58,17,26,5
3409,6/20/2013,7:00:01,67,55,17,18,6
3619,6/20/2013,1:33:07,67,68,17,9,3
7832,6/3/2013,6:43:51,69,79,17,3,8
879,6/10/2013,20:13:20,69,75,17,4,18
142,6/23/2013,22:00:01,68,59,17,24,17
1883,6/24/2013,2:00:01,68,77,17,22,17
4356,6/7/2013,23:45:56,69,65,17,30,2
4368,6/19/2013,11:45:56,70,60,17,24,10
5531,6/12/2013,13:43:51,69,55,17,18,18
509,6/30/2013,5:45:56,67,73,17,8,3
3208,6/29/2013,17:33:07,67,68,17,11,14
5670,6/1/2013,8:13:20,70,69,17,8,8
7845,6/16/2013,19:43:51,66,77,17,26,19
5447,6/18/2013,20:45:56,67,69,17,3,18
7849,6/20/2013,23:43:51,70,78,17,27,18
6832,6/23/2013,4:13:19,65,74,17,17,16
608,6/9/2013,13:43:51,65,73,17,24,18
127,6/8/2013,7:00:01,67,78,17,6,19
7862,6/3/2013,12:13:20,65,62,17,2,13
4388,6/9/2013,12:00:01,70,63,17,9,18
7838,6/9/2013,12:43:51,68,69,17,10,3
6805,6/26/2013,1:00:01,69,59,17,29,5
942,6/13/2013,11:13:19,65,79,17,25,19
4404,6/25/2013,4:13:19,67,61,17,19,1
1878,6/19/2013,21:33:07,69,64,17,24,10
1907,6/18/2013,2:13:19,69,75,17,29,5
7949,6/30/2013,3:43:51,66,55,17,15,7
6733,6/14/2013,1:43:51,66,66,17,22,16
3533,6/24/2013,11:00:01,68,79,17,5,2
4024,6/5/2013,3:13:20,70,70,17,14,2
36,6/7/2013,12:13:19,67,73,17,30,2
551,6/12/2013,4:00:01,66,70,17,25,19
7261,6/2/2013,6:13:19,66,57,17,11,16
3532,6/23/2013,10:00:01,65,78,17,16,14
2799,6/10/2013,16:43:51,66,56,17,9,10
7970,6/21/2013,0:13:20,66,55,17,25,11
7972,6/23/2013,2:13:20,69,74,17,12,18
4448,6/9/2013,0:13:20,67,58,17,8,18
4019,6/30/2013,22:43:51,65,76,17,13,7
556,6/17/2013,9:00:01,68,63,17,18,8
5544,6/25/2013,2:13:20,70,79,17,30,4
19,6/20/2013,19:00:01,67,55,17,5,7
3165,6/16/2013,22:43:51,68,70,17,12,13
7978,6/29/2013,8:13:20,70,79,17,21,12
1938,6/19/2013,9:43:51,67,75,17,6,18
7292,6/3/2013,13:43:51,66,76,17,12,6
7286,6/27/2013,7:43:51,66,57,17,19,3
7285,6/26/2013,6:43:51,70,74,17,2,17
1016,6/27/2013,13:33:07,69,71,17,24,12
2,6/3/2013,2:00:01,70,73,17,20,18
7995,6/16/2013,1:33:07,66,58,17,18,20
7996,6/17/2013,2:33:07,68,72,17,27,12
580,6/11/2013,9:13:19,69,76,17,24,11
7943,6/24/2013,21:13:19,66,75,17,12,17
977,6/18/2013,22:43:51,68,68,17,27,6
3987,6/28/2013,14:13:19,66,72,17,20,17
