",Date,Time,TargetTemp,ActualTemp,System,SystemAge,BuildingID\n"
"559,6/20/2013,12:00:01,65,74,18,29,8\n"
"7915,6/26/2013,17:00:01,68,75,18,24,18\n"
"7296,6/7/2013,17:43:51,67,78,18,9,19\n"
"1385,6/6/2013,3:43:51,70,64,18,27,17\n"
"4876,6/17/2013,20:45:56,69,69,18,27,8\n"
"1812,6/13/2013,3:43:51,66,69,18,15,14\n"
"1383,6/4/2013,1:43:51,66,61,18,9,6\n"
"5389,6/20/2013,10:33:07,65,55,18,24,8\n"
"7306,6/17/2013,3:13:20,67,72,18,29,3\n"
"7376,6/27/2013,1:13:19,70,77,18,6,8\n"
"7305,6/16/2013,2:13:20,66,80,18,24,10\n"
"3198,6/19/2013,7:33:07,66,64,18,5,14\n"
"3546,6/7/2013,0:13:19,66,66,18,17,16\n"
"7360,6/11/2013,9:00:01,65,64,18,19,12\n"
"544,6/5/2013,16:45:56,70,61,18,20,5\n"
"3559,6/20/2013,13:13:19,70,77,18,22,9\n"
"4920,6/1/2013,16:45:56,69,80,18,20,10\n"
"6197,6/18/2013,12:43:51,67,74,18,5,8\n"
"1402,6/23/2013,20:43:51,69,63,18,14,18\n"
"1911,6/22/2013,6:13:19,65,79,18,19,20\n"
"3956,6/27/2013,7:00:01,67,66,18,26,4\n"
"2411,6/12/2013,7:33:07,67,55,18,12,15\n"
"7343,6/24/2013,16:33:07,70,58,18,19,9\n"
"2416,6/17/2013,12:33:07,68,59,18,28,5\n"
"2402,6/3/2013,22:13:20,66,63,18,29,16\n"
"3182,6/3/2013,15:13:20,66,76,18,12,12\n"
"3176,6/27/2013,9:13:20,70,60,18,1,4\n"
"536,6/27/2013,8:45:56,67,76,18,29,10\n"
"6188,6/9/2013,3:43:51,66,64,18,1,18\n"
"3554,6/15/2013,8:13:19,70,73,18,14,17\n"
"3174,6/25/2013,7:13:20,66,62,18,25,18\n"
"5289,6/10/2013,6:00:01,67,67,18,24,10\n"
"4902,6/13/2013,22:45:56,65,62,18,8,6\n"
"7322,6/3/2013,19:13:20,68,61,18,2,7\n"
"4901,6/12/2013,21:45:56,65,72,18,1,12\n"
"3551,6/12/2013,5:13:19,66,73,18,25,10\n"
"1404,6/25/2013,22:43:51,65,79,18,21,2\n"
"508,6/29/2013,4:45:56,65,60,18,21,3\n"
"546,6/7/2013,18:45:56,66,62,18,21,17\n"
"3980,6/21/2013,7:13:19,65,78,18,27,9\n"
"5649,6/10/2013,11:43:51,67,66,18,16,11\n"
"1842,6/13/2013,9:13:20,68,60,18,15,9\n"
"5698,6/29/2013,12:33:07,67,80,18,8,8\n"
"4798,6/29/2013,14:43:51,69,59,18,17,3\n"
"7971,6/22/2013,1:13:20,66,66,18,27,15\n"
"4081,6/2/2013,12:00:01,69,66,18,5,5\n"
"3080,6/21/2013,9:33:07,66,56,18,24,4\n"
"4085,6/6/2013,16:00:01,67,61,18,11,2\n"
"7973,6/24/2013,3:13:20,68,69,18,9,11\n"
"2507,6/18/2013,7:13:20,70,76,18,2,3\n"
"2511,6/22/2013,11:13:20,67,56,18,12,12\n"
"1903,6/14/2013,22:00:01,69,61,18,9,10\n"
"652,6/23/2013,9:33:07,67,66,18,28,7\n"
"4098,6/19/2013,5:13:19,69,75,18,16,11\n"
"7180,6/11/2013,21:43:51,65,55,18,18,6\n"
"656,6/27/2013,13:33:07,69,56,18,3,9\n"
"3491,6/12/2013,17:13:20,68,77,18,20,11\n"
"658,6/29/2013,15:33:07,65,56,18,19,16\n"
"7981,6/2/2013,11:13:20,66,66,18,3,7\n"
"4772,6/3/2013,12:13:19,67,59,18,7,20\n"
"1296,6/7/2013,10:13:20,70,77,18,4,16\n"
"3055,6/26/2013,8:13:20,66,64,18,8,9\n"
"3492,6/13/2013,18:13:20,70,70,18,18,14\n"
"5673,6/4/2013,11:13:20,66,74,18,19,7\n"
"4129,6/20/2013,12:43:51,69,58,18,18,2\n"
"4133,6/24/2013,16:43:51,70,74,18,13,12\n"
"2539,6/20/2013,15:33:07,70,72,18,11,18\n"
"5437,6/8/2013,10:45:56,66,56,18,24,15\n"
"4751,6/12/2013,15:00:01,67,76,18,12,15\n"
"7120,6/11/2013,9:00:01,68,65,18,1,8\n"
"4743,6/4/2013,7:00:01,68,61,18,17,9\n"
"7965,6/16/2013,19:43:51,68,71,18,28,7\n"
"4076,6/27/2013,7:00:01,67,60,18,29,8\n"
"1780,6/11/2013,19:00:01,69,60,18,11,4\n"
"3088,6/29/2013,17:33:07,66,62,18,22,6\n"
"7936,6/17/2013,14:13:19,70,58,18,24,1\n"
"7279,6/20/2013,0:43:51,69,75,18,8,6\n"
"5308,6/29/2013,1:13:19,70,70,18,20,13\n"
"5448,6/19/2013,21:45:56,68,73,18,3,12\n"
"4859,6/30/2013,3:45:56,67,73,18,2,10\n"
"7270,6/11/2013,15:13:19,69,73,18,20,10\n"
"1361,6/12/2013,3:13:19,67,66,18,1,17\n"
"7941,6/22/2013,19:13:19,67,75,18,19,4\n"
"85,6/26/2013,13:13:20,68,67,18,28,9\n"
"4853,6/24/2013,21:33:07,69,64,18,11,9\n"
"1354,6/5/2013,20:00:01,70,65,18,8,8\n"
"2459,6/30/2013,7:13:19,70,71,18,22,1\n"
"3130,6/11/2013,11:13:19,65,75,18,26,17\n"
"5667,6/28/2013,5:13:20,70,77,18,5,20\n"
"4000,6/11/2013,3:43:51,70,55,18,20,17\n"
"5714,6/15/2013,4:00:01,68,73,18,1,16\n"
"7251,6/22/2013,20:00:01,67,64,18,13,3\n"
"4034,6/15/2013,13:13:20,66,65,18,18,20\n"
"41,6/12/2013,17:13:19,69,64,18,25,2\n"
"2073,6/4/2013,0:13:20,70,63,18,14,15\n"
"1340,6/21/2013,6:00:01,68,73,18,29,4\n"
"1336,6/17/2013,2:00:01,70,76,18,9,12\n"
"2474,6/15/2013,22:13:19,67,56,18,29,4\n"
"2493,6/4/2013,17:43:51,66,60,18,24,4\n"
"4050,6/1/2013,5:33:07,68,75,18,12,14\n"
"1772,6/3/2013,11:00:01,68,76,18,17,14\n"
"5441,6/12/2013,14:45:56,69,75,18,6,12\n"
"1775,6/6/2013,14:00:01,65,60,18,16,20\n"
"7217,6/18/2013,10:33:07,65,60,18,26,8\n"
"1317,6/28/2013,7:33:07,67,63,18,21,13\n"
"4031,6/12/2013,10:13:20,68,65,18,12,11\n"
"1422,6/13/2013,16:13:20,66,80,18,8,19\n"
"1471,6/2/2013,17:00:01,65,74,18,11,20\n"
"1913,6/24/2013,8:13:19,67,65,18,25,13\n"
"7784,6/15/2013,6:00:01,67,64,18,2,20\n"
"7787,6/18/2013,9:00:01,68,63,18,7,20\n"
"5112,6/13/2013,21:43:51,68,79,18,11,7\n"
"3748,6/29/2013,10:33:07,69,60,18,3,2\n"
"5371,6/2/2013,16:13:20,70,76,18,16,20\n"
"1917,6/28/2013,12:13:19,70,59,18,14,3\n"
"171,6/22/2013,3:43:51,67,79,18,13,17\n"
"7792,6/23/2013,14:00:01,67,77,18,18,9\n"
"5847,6/28/2013,17:00:01,70,55,18,17,17\n"
"316,6/17/2013,4:13:20,68,66,18,20,9\n"
"1578,6/19/2013,4:45:56,68,77,18,11,11\n"
"3312,6/13/2013,6:13:19,69,61,18,5,11\n"
"7624,6/5/2013,9:45:56,67,77,18,6,11\n"
"3326,6/27/2013,20:13:19,69,64,18,27,1\n"
"1577,6/18/2013,3:45:56,69,70,18,17,12\n"
"5212,6/23/2013,1:43:51,69,73,18,7,19\n"
"1664,6/15/2013,23:00:01,70,64,18,20,18\n"
"1957,6/8/2013,4:13:20,66,60,18,20,19\n"
"7605,6/16/2013,14:45:56,67,60,18,16,12\n"
"3405,6/16/2013,3:00:01,66,57,18,23,12\n"
"3286,6/17/2013,4:00:01,68,64,18,6,4\n"
"3799,6/20/2013,13:45:56,65,60,18,20,20\n"
"7578,6/19/2013,11:33:07,69,71,18,21,20\n"
"5076,6/7/2013,9:13:19,65,55,18,5,4\n"
"6009,6/10/2013,11:45:56,65,59,18,2,2\n"
"3805,6/26/2013,19:45:56,69,79,18,13,2\n"
"3810,6/1/2013,0:45:56,70,66,18,20,16\n"
"3274,6/5/2013,11:45:56,65,57,18,21,4\n"
"7796,6/27/2013,18:00:01,66,64,18,6,15\n"
"5953,6/14/2013,3:45:56,68,63,18,8,17\n"
"3327,6/28/2013,21:13:19,67,58,18,26,4\n"
"3330,6/1/2013,0:43:51,65,63,18,25,12\n"
"3670,6/11/2013,4:13:19,66,79,18,8,8\n"
"7745,6/6/2013,15:13:20,70,64,18,26,11\n"
"5186,6/27/2013,23:00:01,68,58,18,8,20\n"
"5179,6/20/2013,16:00:01,70,60,18,23,9\n"
"3677,6/18/2013,11:13:19,70,61,18,28,3\n"
"7736,6/27/2013,6:13:20,68,74,18,17,12\n"
"2185,6/26/2013,16:45:56,70,59,18,7,16\n"
"5894,6/15/2013,16:43:51,69,69,18,30,17\n"
"2188,6/29/2013,0:00:01,68,61,18,13,9\n"
"1617,6/28/2013,19:45:56,68,78,18,12,11\n"
"5163,6/4/2013,0:00:01,68,79,18,21,19\n"
"7716,6/7/2013,10:43:51,65,80,18,24,1\n"
"3380,6/21/2013,2:33:07,70,65,18,25,12\n"
"3698,6/9/2013,8:43:51,68,80,18,25,1\n"
"246,6/7/2013,6:00:01,65,77,18,1,17\n"
"1644,6/25/2013,3:00:01,66,77,18,9,16\n"
"257,6/18/2013,17:00:01,65,71,18,17,13\n"
"5917,6/8/2013,15:13:20,65,79,18,21,5\n"
"7693,6/14/2013,11:13:19,68,65,18,21,9\n"
"7772,6/3/2013,18:33:07,68,78,18,12,12\n"
"186,6/7/2013,18:43:51,65,71,18,25,18\n"
"5464,6/5/2013,13:45:56,66,56,18,21,5\n"
"5202,6/13/2013,15:13:19,67,79,18,15,16\n"
"2158,6/29/2013,13:45:56,70,77,18,15,8\n"
"7672,6/23/2013,14:00:01,70,74,18,10,15\n"
"3729,6/10/2013,15:13:20,67,67,18,26,14\n"
"5121,6/22/2013,6:13:20,69,64,18,6,19\n"
"5119,6/20/2013,4:13:20,67,62,18,26,17\n"
"2226,6/7/2013,14:13:19,68,67,18,5,20\n"
"7564,6/5/2013,21:13:20,67,62,18,17,7\n"
"3454,6/5/2013,4:43:51,65,65,18,26,4\n"
"3816,6/7/2013,6:45:56,67,68,18,26,8\n"
"7562,6/3/2013,19:13:20,66,63,18,6,18\n"
"3449,6/30/2013,23:13:19,70,60,18,2,1\n"
"5782,6/23/2013,0:13:20,66,67,18,29,17\n"
"5004,6/25/2013,9:13:20,70,76,18,26,19\n"
"7457,6/18/2013,10:33:07,65,71,18,6,7\n"
"2133,6/4/2013,12:45:56,70,56,18,30,19\n"
"7879,6/20/2013,5:33:07,69,71,18,5,9\n"
"435,6/16/2013,3:13:20,66,79,18,24,6\n"
"100,6/11/2013,4:33:07,66,70,18,18,11\n"
"7446,6/7/2013,23:13:20,68,63,18,1,8\n"
"6106,6/17/2013,17:13:20,65,61,18,16,1\n"
"3235,6/26/2013,20:45:56,70,64,18,8,14\n"
"3898,6/29/2013,21:43:51,67,79,18,15,6\n"
"3901,6/2/2013,0:13:20,67,76,18,27,5\n"
"7478,6/9/2013,7:00:01,69,70,18,21,15\n"
"3902,6/3/2013,1:13:20,66,79,18,14,3\n"
"3904,6/5/2013,3:13:20,65,67,18,13,11\n"
"1472,6/3/2013,18:00:01,68,64,18,27,13\n"
"6124,6/5/2013,11:33:07,70,77,18,26,18\n"
"7882,6/23/2013,8:33:07,69,71,18,8,5\n"
"96,6/7/2013,0:33:07,68,72,18,8,1\n"
"5268,6/19/2013,9:33:07,66,58,18,15,2\n"
"4976,6/27/2013,5:43:51,65,60,18,15,20\n"
"2365,6/26/2013,9:43:51,69,74,18,1,20\n"
"6134,6/15/2013,21:33:07,69,68,18,27,8\n"
"2376,6/7/2013,20:43:51,65,56,18,18,4\n"
"94,6/5/2013,22:13:20,67,73,18,19,7\n"
"92,6/3/2013,20:13:20,66,67,18,20,6\n"
"1965,6/16/2013,12:13:20,67,59,18,15,1\n"
"3231,6/22/2013,16:45:56,67,79,18,6,3\n"
"1708,6/29/2013,19:43:51,69,65,18,30,16\n"
"1703,6/24/2013,14:43:51,67,64,18,7,8\n"
"1503,6/4/2013,1:43:51,68,75,18,14,4\n"
"7557,6/28/2013,14:13:20,69,66,18,27,6\n"
"7829,6/30/2013,3:43:51,68,78,18,28,13\n"
"4742,6/3/2013,6:00:01,68,59,18,20,2\n"
"7551,6/22/2013,8:13:20,67,66,18,6,20\n"
"2032,6/23/2013,7:13:19,67,61,18,3,9\n"
"5819,6/30/2013,13:33:07,66,61,18,25,20\n"
"368,6/9/2013,8:00:01,67,64,18,19,4\n"
"3829,6/20/2013,0:00:01,70,70,18,5,2\n"
"1686,6/7/2013,21:13:19,65,72,18,12,10\n"
"5051,6/12/2013,8:00:01,67,55,18,22,17\n"
"384,6/25/2013,0:13:19,69,56,18,5,13\n"
"3260,6/21/2013,21:45:56,65,56,18,27,6\n"
"1817,6/18/2013,8:43:51,68,60,18,12,11\n"
"6044,6/15/2013,3:13:19,66,71,18,9,6\n"
"3838,6/29/2013,9:00:01,65,61,18,11,18\n"
"389,6/30/2013,5:13:19,65,75,18,13,6\n"
"3841,6/2/2013,12:00:01,67,75,18,30,14\n"
"3615,6/16/2013,21:13:20,66,77,18,5,7\n"
"3844,6/5/2013,15:00:01,67,58,18,20,20\n"
"5525,6/6/2013,7:43:51,65,60,18,23,14\n"
"398,6/9/2013,14:13:19,68,60,18,7,19\n"
"3415,6/26/2013,13:00:01,69,79,18,7,8\n"
"1695,6/16/2013,6:43:51,69,78,18,29,5\n"
"1833,6/4/2013,0:13:20,69,55,18,21,19\n"
"3857,6/18/2013,4:13:19,66,73,18,16,3\n"
"5805,6/16/2013,23:13:20,67,75,18,7,7\n"
"410,6/21/2013,2:43:51,68,78,18,6,8\n"
"2334,6/25/2013,2:13:19,69,66,18,12,9\n"
"135,6/16/2013,15:00:01,70,55,18,5,14\n"
"1682,6/3/2013,17:13:19,66,62,18,18,18\n"
"360,6/1/2013,0:00:01,69,58,18,8,12\n"
"2773,6/14/2013,14:13:19,68,58,18,11,8\n"
"1854,6/25/2013,21:13:20,68,65,18,22,6\n"
"1163,6/24/2013,21:43:51,68,74,18,8,4\n"
"5427,6/28/2013,0:45:56,69,68,18,1,17\n"
"4622,6/3/2013,6:00:01,68,77,18,18,4\n"
"810,6/1/2013,23:00:01,67,80,18,14,14\n"
"1892,6/3/2013,11:00:01,69,78,18,28,6\n"
"6945,6/16/2013,21:00:01,65,69,18,29,2\n"
"6509,6/30/2013,12:45:56,65,67,18,9,13\n"
"6513,6/4/2013,16:45:56,66,67,18,22,11\n"
"4610,6/21/2013,18:33:07,65,77,18,23,20\n"
"4309,6/20/2013,0:45:56,70,66,18,12,19\n"
"4278,6/19/2013,17:13:20,70,59,18,28,18\n"
"2903,6/24/2013,0:43:51,66,79,18,27,1\n"
"6542,6/3/2013,21:45:56,69,69,18,20,10\n"
"2892,6/13/2013,13:13:19,70,55,18,16,18\n"
"1268,6/9/2013,6:43:51,69,69,18,5,12\n"
"4326,6/7/2013,17:45:56,65,63,18,14,16\n"
"4580,6/21/2013,12:13:20,68,60,18,3,18\n"
"5568,6/19/2013,2:33:07,65,55,18,22,17\n"
"4572,6/13/2013,4:13:20,66,62,18,14,1\n"
"6556,6/17/2013,11:45:56,65,76,18,29,14\n"
"4339,6/20/2013,6:45:56,68,72,18,30,4\n"
"2698,6/29/2013,6:45:56,65,57,18,5,18\n"
"4590,6/1/2013,22:13:20,69,64,18,25,10\n"
"6882,6/13/2013,6:13:20,70,58,18,6,7\n"
"6970,6/11/2013,22:13:19,67,55,18,7,16\n"
"6975,6/16/2013,3:43:51,67,74,18,23,8\n"
"2982,6/13/2013,7:00:01,69,56,18,5,12\n"
"7059,6/10/2013,15:45:56,69,55,18,30,16\n"
"2573,6/24/2013,1:13:19,68,76,18,27,12\n"
"2971,6/2/2013,20:33:07,68,63,18,16,10\n"
"7045,6/26/2013,1:45:56,69,73,18,5,1\n"
"7042,6/23/2013,22:33:07,70,74,18,15,6\n"
"740,6/21/2013,1:13:20,69,63,18,28,8\n"
"741,6/22/2013,2:13:20,69,74,18,7,16\n"
"1205,6/6/2013,15:33:07,69,72,18,30,15\n"
"7027,6/8/2013,7:33:07,69,80,18,23,4\n"
"6973,6/14/2013,1:43:51,69,65,18,2,5\n"
"6441,6/22/2013,16:43:51,66,57,18,14,20\n"
"4666,6/17/2013,2:43:51,67,77,18,17,13\n"
"6463,6/14/2013,14:13:20,67,57,18,1,14\n"
"7002,6/13/2013,6:13:20,67,73,18,15,7\n"
"7000,6/11/2013,4:13:20,70,55,18,12,16\n"
"787,6/8/2013,0:00:01,65,79,18,22,4\n"
"2944,6/5/2013,17:13:20,68,76,18,15,6\n"
"4260,6/1/2013,23:43:51,69,57,18,26,17\n"
"2940,6/1/2013,13:13:20,69,73,18,16,1\n"
"2931,6/22/2013,4:13:20,65,77,18,30,17\n"
"4636,6/17/2013,20:00:01,69,79,18,24,14\n"
"4667,6/18/2013,3:43:51,67,70,18,11,20\n"
"6563,6/24/2013,18:45:56,68,58,18,21,3\n"
"2700,6/1/2013,8:45:56,68,55,18,3,16\n"
"868,6/29/2013,9:13:20,66,71,18,21,1\n"
"946,6/17/2013,15:13:19,70,70,18,30,9\n"
"4430,6/21/2013,6:43:51,66,77,18,25,10\n"
"2740,6/11/2013,5:00:01,70,73,18,12,12\n"
"6646,6/17/2013,10:13:20,67,77,18,29,8\n"
"4513,6/14/2013,17:00:01,65,61,18,26,4\n"
"4509,6/10/2013,13:00:01,70,74,18,8,1\n"
"6751,6/2/2013,19:43:51,65,78,18,24,13\n"
"2763,6/4/2013,4:13:19,66,59,18,15,19\n"
"6744,6/25/2013,12:43:51,68,55,18,23,9\n"
"6743,6/24/2013,11:43:51,65,71,18,12,2\n"
"6769,6/20/2013,13:13:20,65,71,18,23,7\n"
"4458,6/19/2013,10:13:20,70,64,18,22,9\n"
"6670,6/11/2013,10:33:07,70,58,18,13,17\n"
"994,6/5/2013,15:13:20,68,59,18,16,6\n"
"1023,6/4/2013,20:33:07,69,62,18,23,6\n"
"6677,6/18/2013,17:33:07,65,58,18,6,17\n"
"6682,6/23/2013,22:33:07,69,62,18,13,20\n"
"2777,6/18/2013,18:13:19,65,75,18,17,6\n"
"6688,6/29/2013,4:00:01,65,61,18,5,19\n"
"6689,6/30/2013,5:00:01,67,64,18,8,2\n"
"2772,6/13/2013,13:13:19,69,78,18,13,19\n"
"6697,6/8/2013,13:00:01,66,77,18,20,19\n"
"1033,6/14/2013,6:45:56,68,65,18,6,6\n"
"6638,6/9/2013,2:13:20,69,74,18,26,19\n"
"939,6/10/2013,8:13:19,65,62,18,23,3\n"
"1058,6/9/2013,7:45:56,65,76,18,27,11\n"
"6874,6/5/2013,22:43:51,70,58,18,26,19\n"
"4344,6/25/2013,11:45:56,66,57,18,28,1\n"
"6574,6/5/2013,10:00:01,69,80,18,24,18\n"
"6862,6/23/2013,10:43:51,66,66,18,14,9\n"
"4361,6/12/2013,4:45:56,69,69,18,9,5\n"
"6576,6/7/2013,12:00:01,68,75,18,11,5\n"
"888,6/19/2013,5:33:07,65,80,18,26,2\n"
"4376,6/27/2013,0:00:01,65,57,18,21,1\n"
"6850,6/11/2013,22:13:19,65,65,18,15,3\n"
"4380,6/1/2013,4:00:01,66,69,18,4,11\n"
"2716,6/17/2013,0:45:56,68,76,18,25,18\n"
"6828,6/19/2013,0:13:19,69,79,18,8,9\n"
"6823,6/14/2013,19:00:01,69,72,18,30,1\n"
"2721,6/22/2013,5:45:56,68,78,18,29,11\n"
"6820,6/11/2013,16:00:01,68,67,18,28,2\n"
"1072,6/23/2013,21:45:56,65,63,18,22,7\n"
"4394,6/15/2013,18:00:01,70,62,18,1,15\n"
"914,6/15/2013,7:00:01,68,75,18,23,18\n"
"6809,6/30/2013,5:00:01,65,70,18,4,9\n"
"918,6/19/2013,11:00:01,68,74,18,19,9\n"
"4400,6/21/2013,0:13:19,69,76,18,5,20\n"
"4538,6/9/2013,18:13:19,69,55,18,27,8\n"
"1061,6/12/2013,10:45:56,65,75,18,27,15\n"
"4201,6/2/2013,12:00:01,65,62,18,11,19\n"
"4718,6/9/2013,6:33:07,69,68,18,5,17\n"
"7347,6/28/2013,20:33:07,68,65,18,2,10\n"
"1899,6/10/2013,18:00:01,70,67,18,2,8\n"
"6398,6/9/2013,21:00:01,66,58,18,24,5\n"
"2992,6/23/2013,17:00:01,70,74,18,8,4\n"
"2553,6/4/2013,5:00:01,67,63,18,1,2\n"
"7088,6/9/2013,20:45:56,69,61,18,16,13\n"
"1970,6/21/2013,17:13:20,69,78,18,6,4\n"
"719,6/30/2013,4:43:51,68,65,18,20,10\n"
"4159,6/20/2013,18:13:20,65,73,18,1,3\n"
"7075,6/26/2013,7:45:56,70,61,18,27,5\n"
"7068,6/19/2013,0:45:56,70,80,18,15,4\n"
"3027,6/28/2013,4:43:51,69,67,18,1,3\n"
"7071,6/22/2013,3:45:56,65,69,18,17,20\n"
"1302,6/13/2013,16:13:20,67,72,19,2,8\n"
"1542,6/13/2013,16:13:20,68,68,19,19,12\n"
"4329,6/10/2013,20:45:56,67,70,19,16,14\n"
"853,6/14/2013,18:43:51,66,71,19,20,16\n"
"4586,6/27/2013,18:13:20,66,74,19,17,7\n"
"6783,6/4/2013,3:33:07,66,77,19,20,2\n"
"7842,6/13/2013,16:43:51,69,65,19,17,5\n"
"5069,6/30/2013,2:13:19,69,69,19,4,3\n"
"6017,6/18/2013,0:00:01,66,70,19,17,2\n"
"6362,6/3/2013,9:33:07,67,77,19,26,10\n"
"6540,6/1/2013,19:45:56,67,64,19,25,16\n"
"2735,6/6/2013,0:00:01,65,74,19,8,4\n"
"3821,6/12/2013,11:45:56,69,73,19,21,16\n"
"5058,6/19/2013,15:00:01,70,65,19,12,2\n"
"4524,6/25/2013,4:13:19,69,58,19,20,4\n"
"3822,6/13/2013,12:45:56,66,75,19,7,15\n"
"1535,6/6/2013,9:13:20,68,75,19,23,10\n"
"4785,6/16/2013,1:43:51,65,74,19,27,16\n"
"7138,6/29/2013,3:13:19,66,74,19,6,17\n"
"7836,6/7/2013,10:43:51,68,63,19,3,7\n"
"2824,6/5/2013,17:13:20,68,62,19,6,12\n"
"6543,6/4/2013,22:45:56,65,79,19,29,7\n"
"2289,6/10/2013,5:33:07,65,68,19,19,16\n"
"3410,6/21/2013,8:00:01,66,76,19,16,13\n"
"2247,6/28/2013,11:43:51,68,77,19,18,3\n"
"7599,6/10/2013,8:45:56,69,55,19,10,8\n"
"5399,6/30/2013,20:33:07,69,78,19,12,2\n"
"5987,6/18/2013,13:45:56,66,76,19,14,19\n"
"7815,6/16/2013,13:13:19,67,55,19,11,7\n"
"5086,6/17/2013,19:13:19,68,78,19,18,3\n"
"7592,6/3/2013,1:45:56,67,65,19,8,14\n"
"3281,6/12/2013,18:45:56,65,72,19,1,10\n"
"1820,6/21/2013,11:43:51,67,74,19,30,6\n"
"6387,6/28/2013,10:00:01,66,68,19,17,12\n"
"6560,6/21/2013,15:45:56,66,76,19,27,8\n"
"2677,6/8/2013,9:45:56,66,61,19,18,9\n"
"5224,6/5/2013,13:43:51,70,75,19,25,4\n"
"1057,6/8/2013,6:45:56,69,65,19,23,11\n"
"3623,6/24/2013,5:33:07,68,61,19,21,3\n"
"5080,6/11/2013,13:13:19,66,72,19,1,2\n"
"7579,6/20/2013,12:33:07,68,57,19,7,1\n"
"7575,6/16/2013,8:33:07,69,57,19,9,18\n"
"1902,6/13/2013,21:00:01,65,72,19,30,8\n"
"2145,6/16/2013,0:45:56,69,67,19,27,9\n"
"6553,6/14/2013,8:45:56,68,65,19,27,3\n"
"7172,6/3/2013,13:43:51,65,79,19,18,1\n"
"5072,6/3/2013,5:13:19,69,55,19,5,3\n"
"6035,6/6/2013,18:00:01,67,70,19,19,9\n"
"5997,6/28/2013,23:45:56,70,61,19,16,19\n"
"4753,6/14/2013,17:00:01,65,61,19,12,10\n"
"5241,6/22/2013,6:13:20,69,75,19,15,17\n"
"160,6/11/2013,16:13:19,67,59,19,29,3\n"
"3865,6/26/2013,12:13:19,65,60,19,14,8\n"
"4304,6/15/2013,19:33:07,67,60,19,3,13\n"
"6390,6/1/2013,13:00:01,70,76,19,10,9\n"
"415,6/26/2013,7:43:51,70,59,19,23,11\n"
"2907,6/28/2013,4:43:51,65,58,19,24,12\n"
"198,6/19/2013,6:13:20,69,74,19,18,10\n"
"1499,6/30/2013,21:13:19,65,69,19,25,14\n"
"5016,6/7/2013,21:13:20,66,74,19,14,11\n"
"7481,6/12/2013,10:00:01,69,66,19,4,9\n"
"3448,6/29/2013,22:13:19,65,55,19,1,3\n"
"4436,6/27/2013,12:43:51,65,57,19,15,4\n"
"1984,6/5/2013,7:33:07,67,77,19,13,16\n"
"4134,6/25/2013,17:43:51,68,70,19,3,3\n"
"5009,6/30/2013,14:13:20,65,64,19,2,4\n"
"7472,6/3/2013,1:00:01,67,62,19,4,4\n"
"426,6/7/2013,18:43:51,65,59,19,27,19\n"
"3872,6/3/2013,19:13:19,70,68,19,17,13\n"
"1493,6/24/2013,15:13:19,70,68,19,22,5\n"
"7467,6/28/2013,20:33:07,65,63,19,27,3\n"
"2745,6/16/2013,10:00:01,68,72,19,3,17\n"
"2002,6/23/2013,1:00:01,65,57,19,24,15\n"
"3881,6/12/2013,4:43:51,67,72,19,7,16\n"
"823,6/14/2013,12:13:19,70,76,19,9,2\n"
"6949,6/20/2013,1:13:19,66,62,19,15,1\n"
"2345,6/6/2013,13:13:19,70,74,19,28,9\n"
"2136,6/7/2013,15:45:56,70,70,19,23,12\n"
"409,6/20/2013,1:43:51,69,60,19,16,8\n"
"3590,6/21/2013,20:43:51,70,57,19,14,16\n"
"3593,6/24/2013,23:43:51,68,67,19,28,1\n"
"4101,6/22/2013,8:13:19,66,77,19,4,18\n"
"3423,6/4/2013,21:00:01,67,60,19,25,19\n"
"7852,6/23/2013,2:13:20,66,61,19,29,3\n"
"6533,6/24/2013,12:45:56,68,71,19,20,8\n"
"132,6/13/2013,12:00:01,70,60,19,16,6\n"
"3605,6/6/2013,11:13:20,66,56,19,11,1\n"
"3602,6/3/2013,8:13:20,69,61,19,14,11\n"
"2139,6/10/2013,18:45:56,66,78,19,27,5\n"
"6531,6/22/2013,10:45:56,65,71,19,5,16\n"
"2310,6/1/2013,2:00:01,67,72,19,7,8\n"
"1961,6/12/2013,8:13:20,67,71,19,6,9\n"
"3850,6/11/2013,21:00:01,66,75,19,28,4\n"
"5426,6/27/2013,23:45:56,67,71,19,24,1\n"
"7514,6/15/2013,19:13:19,65,69,19,9,11\n"
"7858,6/29/2013,8:13:20,66,74,19,19,7\n"
"3599,6/30/2013,5:13:20,67,68,19,19,1\n"
"1831,6/2/2013,22:43:51,66,73,19,24,5\n"
"4156,6/17/2013,15:13:20,65,66,19,7,14\n"
"3254,6/15/2013,15:45:56,69,70,19,9,10\n"
"2670,6/1/2013,2:45:56,70,68,19,4,7\n"
"6641,6/12/2013,5:13:20,68,78,19,8,2\n"
"404,6/15/2013,20:13:19,69,80,19,13,11\n"
"2664,6/25/2013,20:33:07,70,63,19,11,2\n"
"6763,6/14/2013,7:13:20,65,57,19,6,19\n"
"5362,6/23/2013,7:13:20,65,77,19,21,6\n"
"2326,6/17/2013,18:00:01,65,69,19,10,13\n"
"3258,6/19/2013,19:45:56,68,62,19,28,13\n"
"1570,6/11/2013,20:33:07,67,73,19,21,5\n"
"2041,6/2/2013,16:13:19,67,69,19,11,12\n"
"6752,6/3/2013,20:43:51,67,68,19,3,2\n"
"5152,6/23/2013,13:33:07,67,58,19,13,12\n"
